clip,frame_idx,holder,labelled_at
clip_3,198,4,2026-08-12T08:43:16.464202+00:00
clip_3,199,4,2026-08-12T08:43:17.772044+00:00
clip_3,200,4,2026-08-12T08:43:19.108682+00:00
clip_3,201,4,2026-08-12T08:43:20.384898+00:00
clip_3,202,4,2026-08-12T08:43:21.836784+00:00
clip_3,203,4,2026-08-12T08:43:23.047508+00:00
clip_3,204,4,2026-08-12T08:43:24.330143+00:00
clip_3,205,4,2026-08-12T08:43:25.695088+00:00
clip_3,206,4,2026-08-12T08:43:28.044422+00:00
clip_3,207,4,2026-08-12T08:43:29.537624+00:00
clip_3,208,4,2026-08-12T08:43:32.060196+00:00
clip_3,209,4,2026-08-12T08:43:33.986615+00:00
clip_3,210,4,2026-08-12T08:43:35.714336+00:00
clip_3,211,4,2026-08-12T08:43:37.378823+00:00
clip_3,212,4,2026-08-12T08:43:38.734679+00:00
clip_3,213,4,2026-08-12T08:43:40.058540+00:00
clip_3,214,4,2026-08-12T08:43:42.890022+00:00
clip_3,215,4,2026-08-12T08:43:44.279642+00:00
clip_3,216,4,2026-08-12T08:43:46.194650+00:00
clip_3,217,4,2026-08-12T08:43:47.393812+00:00
clip_3,218,4,2026-08-12T08:43:49.042247+00:00
clip_3,219,4,2026-08-12T08:43:50.377770+00:00
clip_3,220,4,2026-08-12T08:43:52.537009+00:00
clip_3,221,4,2026-08-12T08:43:54.126800+00:00
clip_3,222,4,2026-08-12T08:43:56.331028+00:00
clip_3,223,unclear,2026-08-12T08:44:03.679761+00:00
clip_3,224,nobody,2026-08-12T08:44:07.647723+00:00
clip_3,225,nobody,2026-08-12T08:44:09.315567+00:00
clip_3,226,nobody,2026-08-12T08:44:11.561907+00:00
clip_3,227,nobody,2026-08-12T08:44:12.839222+00:00
clip_3,228,nobody,2026-08-12T08:44:14.010455+00:00
clip_3,229,nobody,2026-08-12T08:44:16.634304+00:00
clip_3,230,nobody,2026-08-12T08:44:17.893867+00:00
clip_3,231,nobody,2026-08-12T08:44:19.026968+00:00
clip_3,232,nobody,2026-08-12T08:44:20.308137+00:00
clip_3,233,nobody,2026-08-12T08:44:21.467373+00:00
clip_3,234,nobody,2026-08-12T08:44:25.232981+00:00
clip_3,235,nobody,2026-08-12T08:44:27.293703+00:00
clip_3,236,unclear,2026-08-12T08:44:37.045066+00:00
clip_3,237,unclear,2026-08-12T08:44:39.071168+00:00
clip_3,238,unclear,2026-08-12T08:44:40.453179+00:00
clip_3,239,unclear,2026-08-12T08:44:41.832196+00:00
clip_3,240,unclear,2026-08-12T08:44:43.109006+00:00
clip_3,241,unclear,2026-08-12T08:44:44.462539+00:00
clip_3,242,unclear,2026-08-12T08:44:45.713840+00:00
clip_3,28,3,2026-08-12T19:26:21
clip_3,29,3,2026-08-12T19:26:21
clip_3,30,3,2026-08-12T19:26:21
clip_3,31,3,2026-08-12T19:26:21
clip_3,32,3,2026-08-12T19:26:21
clip_3,33,3,2026-08-12T19:26:21
clip_3,34,3,2026-08-12T19:26:21
clip_3,35,3,2026-08-12T19:26:21
clip_3,36,3,2026-08-12T19:26:21
clip_3,37,3,2026-08-12T19:26:21
clip_3,38,3,2026-08-12T19:26:21
clip_3,39,3,2026-08-12T19:26:21
clip_3,40,3,2026-08-12T19:26:21
clip_3,41,3,2026-08-12T19:26:21
clip_3,42,3,2026-08-12T19:26:21
clip_3,43,3,2026-08-12T19:26:21
clip_3,44,3,2026-08-12T19:26:21
clip_3,45,3,2026-08-12T19:26:21
clip_3,46,3,2026-08-12T19:26:21
