clip,frame_idx,player_id,true_team,labelled_at
clip_2,60,2,1,2026-08-11T08:07:23.438972+00:00
clip_2,60,3,2,2026-08-11T08:07:23.453328+00:00
clip_2,60,4,2,2026-08-11T08:07:23.464330+00:00
clip_2,60,5,2,2026-08-11T08:07:23.474631+00:00
clip_2,60,6,1,2026-08-11T08:07:23.484855+00:00
clip_2,60,7,1,2026-08-11T08:07:23.494227+00:00
clip_2,60,8,2,2026-08-11T08:07:23.504020+00:00
clip_2,60,9,1,2026-08-11T08:07:23.514261+00:00
clip_2,60,10,1,2026-08-11T08:07:23.524156+00:00
clip_3,5,1,2,2026-08-11T08:08:04.273696+00:00
clip_3,5,2,2,2026-08-11T08:08:04.315591+00:00
clip_3,5,3,1,2026-08-11T08:08:04.324464+00:00
clip_3,5,4,1,2026-08-11T08:08:04.334405+00:00
clip_3,5,5,1,2026-08-11T08:08:04.342883+00:00
clip_3,5,6,2,2026-08-11T08:08:04.351902+00:00
clip_3,5,7,1,2026-08-11T08:08:04.360929+00:00
clip_3,5,8,1,2026-08-11T08:08:04.370999+00:00
clip_3,5,9,2,2026-08-11T08:08:04.379983+00:00
clip_3,5,10,2,2026-08-11T08:08:04.389216+00:00
clip_3,101,2,1,2026-08-11T08:08:18.228417+00:00
clip_3,101,3,2,2026-08-11T08:08:18.276282+00:00
clip_3,101,4,1,2026-08-11T08:08:18.286727+00:00
clip_3,101,6,2,2026-08-11T08:08:18.296444+00:00
clip_3,101,8,1,2026-08-11T08:08:18.305998+00:00
clip_3,101,9,2,2026-08-11T08:08:18.316089+00:00
clip_3,101,10,2,2026-08-11T08:08:18.325552+00:00
clip_3,101,13,1,2026-08-11T08:08:18.334846+00:00
clip_2,15,1,2,2026-08-11T08:09:01.324405+00:00
clip_2,15,2,1,2026-08-11T08:09:01.370778+00:00
clip_2,15,3,2,2026-08-11T08:09:01.380103+00:00
clip_2,15,4,2,2026-08-11T08:09:01.390056+00:00
clip_2,15,5,2,2026-08-11T08:09:01.400213+00:00
clip_2,15,6,1,2026-08-11T08:09:01.410220+00:00
clip_2,15,7,1,2026-08-11T08:09:01.420481+00:00
clip_2,15,8,2,2026-08-11T08:09:01.430023+00:00
clip_2,15,9,1,2026-08-11T08:09:01.439522+00:00
clip_2,15,10,unclear,2026-08-11T08:09:01.449399+00:00
clip_2,15,11,1,2026-08-11T08:09:01.459332+00:00
clip_3,185,2,1,2026-08-11T08:09:13.401998+00:00
clip_3,185,4,1,2026-08-11T08:09:13.426055+00:00
clip_3,185,7,2,2026-08-11T08:09:13.437400+00:00
clip_3,185,13,1,2026-08-11T08:09:13.447422+00:00
clip_3,185,14,2,2026-08-11T08:09:13.456099+00:00
clip_3,185,15,1,2026-08-11T08:09:13.465244+00:00
clip_3,75,1,2,2026-08-11T08:09:33.727324+00:00
clip_3,75,2,1,2026-08-11T08:09:33.770571+00:00
clip_3,75,3,2,2026-08-11T08:09:33.779979+00:00
clip_3,75,4,1,2026-08-11T08:09:33.791203+00:00
clip_3,75,5,1,2026-08-11T08:09:33.801448+00:00
clip_3,75,6,2,2026-08-11T08:09:33.811257+00:00
clip_3,75,7,1,2026-08-11T08:09:33.821046+00:00
clip_3,75,8,1,2026-08-11T08:09:33.831185+00:00
clip_3,75,9,2,2026-08-11T08:09:33.841147+00:00
clip_3,75,10,2,2026-08-11T08:09:33.866200+00:00
clip_2,135,1,2,2026-08-11T08:10:05.753724+00:00
clip_2,135,2,1,2026-08-11T08:10:05.775909+00:00
clip_2,135,4,2,2026-08-11T08:10:05.785383+00:00
clip_2,135,5,2,2026-08-11T08:10:05.795313+00:00
clip_2,135,6,1,2026-08-11T08:10:05.805457+00:00
clip_2,135,7,1,2026-08-11T08:10:05.815216+00:00
clip_2,135,8,2,2026-08-11T08:10:05.824531+00:00
clip_2,135,9,1,2026-08-11T08:10:05.834091+00:00
clip_2,135,13,2,2026-08-11T08:10:05.843231+00:00
clip_3,213,2,unclear,2026-08-11T08:10:23.020665+00:00
clip_3,213,4,1,2026-08-11T08:10:23.051411+00:00
clip_3,213,7,2,2026-08-11T08:10:23.061225+00:00
clip_3,213,14,1,2026-08-11T08:10:23.070232+00:00
clip_3,213,15,1,2026-08-11T08:10:23.079701+00:00
clip_3,213,18,2,2026-08-11T08:10:23.089516+00:00
clip_1,20,1,2,2026-08-11T08:10:39.633418+00:00
clip_1,20,2,2,2026-08-11T08:10:39.682465+00:00
clip_1,20,3,2,2026-08-11T08:10:39.692508+00:00
clip_1,20,4,1,2026-08-11T08:10:39.702398+00:00
clip_1,20,5,1,2026-08-11T08:10:39.712025+00:00
clip_1,20,6,1,2026-08-11T08:10:39.721051+00:00
clip_1,20,7,2,2026-08-11T08:10:39.730178+00:00
clip_1,20,8,1,2026-08-11T08:10:39.739489+00:00
clip_1,20,9,2,2026-08-11T08:10:39.748791+00:00
clip_1,20,11,1,2026-08-11T08:10:39.757768+00:00
clip_3,105,2,1,2026-08-11T08:11:10.591202+00:00
clip_3,105,3,2,2026-08-11T08:11:10.643655+00:00
clip_3,105,4,1,2026-08-11T08:11:10.652034+00:00
clip_3,105,6,1,2026-08-11T08:11:10.661368+00:00
clip_3,105,7,2,2026-08-11T08:11:10.671041+00:00
clip_3,105,8,1,2026-08-11T08:11:10.681242+00:00
clip_3,105,9,2,2026-08-11T08:11:10.694718+00:00
clip_3,105,10,2,2026-08-11T08:11:10.703963+00:00
clip_3,105,13,1,2026-08-11T08:11:10.713401+00:00
clip_3,227,4,1,2026-08-11T08:11:58.940633+00:00
clip_3,227,7,2,2026-08-11T08:11:58.994593+00:00
clip_3,227,13,2,2026-08-11T08:11:59.006054+00:00
clip_3,227,14,1,2026-08-11T08:11:59.017474+00:00
clip_3,227,15,1,2026-08-11T08:11:59.028128+00:00
clip_3,227,18,2,2026-08-11T08:11:59.038652+00:00
clip_3,227,19,2,2026-08-11T08:11:59.049629+00:00
clip_2,85,1,2,2026-08-11T08:13:28.416277+00:00
clip_2,85,2,1,2026-08-11T08:13:28.440999+00:00
clip_2,85,3,2,2026-08-11T08:13:28.450097+00:00
clip_2,85,4,2,2026-08-11T08:13:28.458857+00:00
clip_2,85,5,2,2026-08-11T08:13:28.467750+00:00
clip_2,85,6,1,2026-08-11T08:13:28.477031+00:00
clip_2,85,7,1,2026-08-11T08:13:28.486213+00:00
clip_2,85,8,2,2026-08-11T08:13:28.494986+00:00
clip_2,85,9,1,2026-08-11T08:13:28.504541+00:00
clip_2,85,10,1,2026-08-11T08:13:28.514793+00:00
clip_3,239,4,1,2026-08-11T08:13:45.051774+00:00
clip_3,239,7,2,2026-08-11T08:13:45.098604+00:00
clip_3,239,13,2,2026-08-11T08:13:45.108585+00:00
clip_3,239,14,1,2026-08-11T08:13:45.118482+00:00
clip_3,239,15,1,2026-08-11T08:13:45.128669+00:00
clip_3,239,18,2,2026-08-11T08:13:45.139275+00:00
clip_3,239,19,2,2026-08-11T08:13:45.149703+00:00
clip_3,210,2,2,2026-08-11T08:13:58.434630+00:00
clip_3,210,4,1,2026-08-11T08:13:58.470159+00:00
clip_3,210,7,2,2026-08-11T08:13:58.480219+00:00
clip_3,210,14,1,2026-08-11T08:13:58.489205+00:00
clip_3,210,15,1,2026-08-11T08:13:58.498148+00:00
clip_3,210,18,2,2026-08-11T08:13:58.507842+00:00
clip_3,110,2,1,2026-08-11T08:14:39.556433+00:00
clip_3,110,3,2,2026-08-11T08:14:39.599601+00:00
clip_3,110,4,1,2026-08-11T08:14:39.609524+00:00
clip_3,110,7,2,2026-08-11T08:14:39.618814+00:00
clip_3,110,8,1,2026-08-11T08:14:39.629227+00:00
clip_3,110,9,2,2026-08-11T08:14:39.639199+00:00
clip_3,110,10,2,2026-08-11T08:14:39.649227+00:00
clip_3,110,13,1,2026-08-11T08:14:39.659205+00:00
clip_3,103,2,1,2026-08-11T08:15:01.670618+00:00
clip_3,103,3,2,2026-08-11T08:15:01.720389+00:00
clip_3,103,4,1,2026-08-11T08:15:01.729858+00:00
clip_3,103,6,1,2026-08-11T08:15:01.740076+00:00
clip_3,103,7,2,2026-08-11T08:15:01.750334+00:00
clip_3,103,8,1,2026-08-11T08:15:01.759971+00:00
clip_3,103,9,2,2026-08-11T08:15:01.774110+00:00
clip_3,103,10,2,2026-08-11T08:15:01.783395+00:00
clip_3,103,13,1,2026-08-11T08:15:01.793227+00:00
clip_3,224,4,1,2026-08-11T08:15:19.038455+00:00
clip_3,224,7,2,2026-08-11T08:15:19.088616+00:00
clip_3,224,13,2,2026-08-11T08:15:19.111260+00:00
clip_3,224,14,1,2026-08-11T08:15:19.121590+00:00
clip_3,224,15,1,2026-08-11T08:15:19.131522+00:00
clip_3,224,18,2,2026-08-11T08:15:19.141509+00:00
clip_3,98,2,1,2026-08-11T08:15:46.629606+00:00
clip_3,98,3,2,2026-08-11T08:15:46.665099+00:00
clip_3,98,4,1,2026-08-11T08:15:46.675250+00:00
clip_3,98,5,1,2026-08-11T08:15:46.685644+00:00
clip_3,98,6,2,2026-08-11T08:15:46.696621+00:00
clip_3,98,8,1,2026-08-11T08:15:46.706469+00:00
clip_3,98,9,2,2026-08-11T08:15:46.720093+00:00
clip_3,98,10,2,2026-08-11T08:15:46.730094+00:00
clip_3,98,13,1,2026-08-11T08:15:46.740059+00:00
clip_2,35,1,2,2026-08-11T08:16:21.426481+00:00
clip_2,35,2,1,2026-08-11T08:16:21.458295+00:00
clip_2,35,3,2,2026-08-11T08:16:21.468474+00:00
clip_2,35,4,unclear,2026-08-11T08:16:21.478122+00:00
clip_2,35,5,2,2026-08-11T08:16:21.487804+00:00
clip_2,35,6,1,2026-08-11T08:16:21.497162+00:00
clip_2,35,7,1,2026-08-11T08:16:21.506202+00:00
clip_2,35,8,2,2026-08-11T08:16:21.515364+00:00
clip_2,35,9,1,2026-08-11T08:16:21.525433+00:00
clip_3,165,2,1,2026-08-11T08:17:20.751522+00:00
clip_3,165,4,1,2026-08-11T08:17:20.773639+00:00
clip_3,165,7,2,2026-08-11T08:17:20.784322+00:00
clip_3,165,13,1,2026-08-11T08:17:20.795077+00:00
clip_3,165,14,2,2026-08-11T08:17:20.805173+00:00
clip_3,165,15,1,2026-08-11T08:17:20.815532+00:00
clip_1,105,2,2,2026-08-11T08:17:36.648884+00:00
clip_1,105,7,2,2026-08-11T08:17:36.682448+00:00
clip_1,105,8,1,2026-08-11T08:17:36.695112+00:00
clip_1,105,9,2,2026-08-11T08:17:36.705415+00:00
clip_1,105,11,1,2026-08-11T08:17:36.714024+00:00
clip_1,105,13,1,2026-08-11T08:17:36.723146+00:00
clip_3,195,2,1,2026-08-11T08:17:48.583023+00:00
clip_3,195,4,1,2026-08-11T08:17:48.605546+00:00
clip_3,195,7,2,2026-08-11T08:17:48.615632+00:00
clip_3,195,13,1,2026-08-11T08:17:48.625484+00:00
clip_3,195,14,2,2026-08-11T08:17:48.638132+00:00
clip_3,195,15,1,2026-08-11T08:17:48.648053+00:00
clip_1,45,2,2,2026-08-11T08:17:59.720835+00:00
clip_1,45,5,1,2026-08-11T08:17:59.761855+00:00
clip_1,45,7,2,2026-08-11T08:17:59.771000+00:00
clip_1,45,8,1,2026-08-11T08:17:59.781313+00:00
clip_1,45,9,2,2026-08-11T08:17:59.790959+00:00
clip_1,45,11,1,2026-08-11T08:17:59.800374+00:00
clip_3,91,1,2,2026-08-11T08:18:20.864389+00:00
clip_3,91,2,1,2026-08-11T08:18:20.911379+00:00
clip_3,91,3,2,2026-08-11T08:18:20.922141+00:00
clip_3,91,4,1,2026-08-11T08:18:20.932443+00:00
clip_3,91,5,1,2026-08-11T08:18:20.942236+00:00
clip_3,91,6,2,2026-08-11T08:18:20.952244+00:00
clip_3,91,8,1,2026-08-11T08:18:20.962050+00:00
clip_3,91,9,2,2026-08-11T08:18:20.971406+00:00
clip_3,91,10,2,2026-08-11T08:18:20.980486+00:00
clip_3,91,13,1,2026-08-11T08:18:20.989549+00:00
clip_2,50,1,2,2026-08-11T08:19:41.523665+00:00
clip_2,50,2,1,2026-08-11T08:19:41.557459+00:00
clip_2,50,3,2,2026-08-11T08:19:41.567080+00:00
clip_2,50,4,2,2026-08-11T08:19:41.576737+00:00
clip_2,50,5,2,2026-08-11T08:19:41.586828+00:00
clip_2,50,6,1,2026-08-11T08:19:41.596705+00:00
clip_2,50,7,1,2026-08-11T08:19:41.608374+00:00
clip_2,50,8,2,2026-08-11T08:19:41.618778+00:00
clip_2,50,9,1,2026-08-11T08:19:41.628502+00:00
clip_2,50,10,1,2026-08-11T08:19:41.638424+00:00
clip_3,94,2,1,2026-08-11T08:20:07.583338+00:00
clip_3,94,3,2,2026-08-11T08:20:07.624177+00:00
clip_3,94,4,1,2026-08-11T08:20:07.634724+00:00
clip_3,94,5,1,2026-08-11T08:20:07.645667+00:00
clip_3,94,6,2,2026-08-11T08:20:07.656602+00:00
clip_3,94,8,1,2026-08-11T08:20:07.666830+00:00
clip_3,94,9,2,2026-08-11T08:20:07.677061+00:00
clip_3,94,10,2,2026-08-11T08:20:07.688227+00:00
clip_3,223,4,1,2026-08-11T08:21:01.723239+00:00
clip_3,223,7,2,2026-08-11T08:21:01.764183+00:00
clip_3,223,13,unclear,2026-08-11T08:21:01.778622+00:00
clip_3,223,14,1,2026-08-11T08:21:01.788418+00:00
clip_3,223,15,1,2026-08-11T08:21:01.798588+00:00
clip_3,223,18,2,2026-08-11T08:21:01.808458+00:00
clip_3,202,2,1,2026-08-11T08:21:14.611353+00:00
clip_3,202,4,1,2026-08-11T08:21:14.634468+00:00
clip_3,202,7,2,2026-08-11T08:21:14.648036+00:00
clip_3,202,13,1,2026-08-11T08:21:14.657102+00:00
clip_3,202,14,2,2026-08-11T08:21:14.667738+00:00
clip_3,202,15,1,2026-08-11T08:21:14.678212+00:00
clip_2,115,1,2,2026-08-11T08:21:40.819565+00:00
clip_2,115,2,1,2026-08-11T08:21:40.854918+00:00
clip_2,115,4,2,2026-08-11T08:21:40.865923+00:00
clip_2,115,5,2,2026-08-11T08:21:40.874784+00:00
clip_2,115,6,1,2026-08-11T08:21:40.883890+00:00
clip_2,115,7,1,2026-08-11T08:21:40.893186+00:00
clip_2,115,8,2,2026-08-11T08:21:40.902581+00:00
clip_2,115,9,1,2026-08-11T08:21:40.911557+00:00
clip_2,115,10,1,2026-08-11T08:21:40.920473+00:00
clip_2,115,13,2,2026-08-11T08:21:40.931871+00:00
clip_1,100,2,2,2026-08-11T08:21:51.496447+00:00
clip_1,100,7,2,2026-08-11T08:21:51.508321+00:00
clip_1,100,8,1,2026-08-11T08:21:51.518349+00:00
clip_1,100,9,2,2026-08-11T08:21:51.528269+00:00
clip_1,100,11,1,2026-08-11T08:21:51.537238+00:00
clip_3,218,4,1,2026-08-11T08:22:05.154731+00:00
clip_3,218,7,2,2026-08-11T08:22:05.188468+00:00
clip_3,218,14,1,2026-08-11T08:22:05.198283+00:00
clip_3,218,15,1,2026-08-11T08:22:05.207559+00:00
clip_3,218,18,2,2026-08-11T08:22:05.216077+00:00
clip_3,90,1,2,2026-08-11T08:22:45.341658+00:00
clip_3,90,2,1,2026-08-11T08:22:45.363220+00:00
clip_3,90,3,2,2026-08-11T08:22:45.373623+00:00
clip_3,90,4,1,2026-08-11T08:22:45.384105+00:00
clip_3,90,5,1,2026-08-11T08:22:45.394649+00:00
clip_3,90,6,2,2026-08-11T08:22:45.402835+00:00
clip_3,90,8,1,2026-08-11T08:22:45.412772+00:00
clip_3,90,9,2,2026-08-11T08:22:45.423455+00:00
clip_3,90,10,2,2026-08-11T08:22:45.433721+00:00
clip_3,90,13,1,2026-08-11T08:22:45.443366+00:00
clip_3,170,2,1,2026-08-11T08:23:05.201492+00:00
clip_3,170,4,1,2026-08-11T08:23:05.246796+00:00
clip_3,170,7,2,2026-08-11T08:23:05.257134+00:00
clip_3,170,13,1,2026-08-11T08:23:05.267452+00:00
clip_3,170,14,2,2026-08-11T08:23:05.282342+00:00
clip_3,170,15,1,2026-08-11T08:23:05.292659+00:00
clip_3,234,4,1,2026-08-11T08:23:30.913301+00:00
clip_3,234,7,2,2026-08-11T08:23:30.958238+00:00
clip_3,234,13,2,2026-08-11T08:23:30.968481+00:00
clip_3,234,14,1,2026-08-11T08:23:30.978051+00:00
clip_3,234,15,1,2026-08-11T08:23:30.987353+00:00
clip_3,234,18,2,2026-08-11T08:23:30.996447+00:00
clip_3,234,19,2,2026-08-11T08:23:31.005438+00:00
clip_3,219,4,1,2026-08-11T08:23:49.283035+00:00
clip_3,219,7,2,2026-08-11T08:23:49.324260+00:00
clip_3,219,13,unclear,2026-08-11T08:23:49.333462+00:00
clip_3,219,14,1,2026-08-11T08:23:49.342169+00:00
clip_3,219,15,1,2026-08-11T08:23:49.350455+00:00
clip_3,219,18,2,2026-08-11T08:23:49.358762+00:00
clip_3,203,2,1,2026-08-11T08:24:06.171398+00:00
clip_3,203,4,1,2026-08-11T08:24:06.208882+00:00
clip_3,203,7,2,2026-08-11T08:24:06.218304+00:00
clip_3,203,13,1,2026-08-11T08:24:06.228477+00:00
clip_3,203,14,2,2026-08-11T08:24:06.238080+00:00
clip_3,203,15,1,2026-08-11T08:24:06.247710+00:00
clip_3,109,2,1,2026-08-11T08:24:31.359738+00:00
clip_3,109,3,2,2026-08-11T08:24:31.407595+00:00
clip_3,109,4,1,2026-08-11T08:24:31.417333+00:00
clip_3,109,7,2,2026-08-11T08:24:31.427236+00:00
clip_3,109,8,1,2026-08-11T08:24:31.437693+00:00
clip_3,109,9,2,2026-08-11T08:24:31.447627+00:00
clip_3,109,10,2,2026-08-11T08:24:31.457864+00:00
clip_3,109,13,1,2026-08-11T08:24:31.468236+00:00
clip_3,150,2,1,2026-08-11T08:24:58.057706+00:00
clip_3,150,4,1,2026-08-11T08:24:58.099429+00:00
clip_3,150,7,2,2026-08-11T08:24:58.112477+00:00
clip_3,150,9,2,2026-08-11T08:24:58.122008+00:00
clip_3,150,13,1,2026-08-11T08:24:58.131438+00:00
clip_3,150,14,2,2026-08-11T08:24:58.140642+00:00
clip_3,150,15,1,2026-08-11T08:24:58.150323+00:00
clip_3,140,2,1,2026-08-11T08:25:20.539824+00:00
clip_3,140,4,1,2026-08-11T08:25:20.550606+00:00
clip_3,140,7,2,2026-08-11T08:25:20.562743+00:00
clip_3,140,9,2,2026-08-11T08:25:20.571420+00:00
clip_3,140,13,1,2026-08-11T08:25:20.580227+00:00
clip_3,140,14,unclear,2026-08-11T08:25:20.590889+00:00
clip_3,140,17,2,2026-08-11T08:25:20.602279+00:00
clip_3,107,2,1,2026-08-11T08:25:53.681667+00:00
clip_3,107,3,2,2026-08-11T08:25:53.702768+00:00
clip_3,107,4,1,2026-08-11T08:25:53.712766+00:00
clip_3,107,6,unclear,2026-08-11T08:25:53.722646+00:00
clip_3,107,7,2,2026-08-11T08:25:53.746127+00:00
clip_3,107,8,1,2026-08-11T08:25:53.756061+00:00
clip_3,107,9,2,2026-08-11T08:25:53.766283+00:00
clip_3,107,10,2,2026-08-11T08:25:53.775819+00:00
clip_3,107,13,1,2026-08-11T08:25:53.785479+00:00
clip_2,25,1,2,2026-08-11T08:26:23.309830+00:00
clip_2,25,2,1,2026-08-11T08:26:23.350899+00:00
clip_2,25,3,2,2026-08-11T08:26:23.360875+00:00
clip_2,25,4,2,2026-08-11T08:26:23.371559+00:00
clip_2,25,5,2,2026-08-11T08:26:23.381674+00:00
clip_2,25,6,1,2026-08-11T08:26:23.392078+00:00
clip_2,25,7,1,2026-08-11T08:26:23.401858+00:00
clip_2,25,8,2,2026-08-11T08:26:23.412792+00:00
clip_2,25,9,1,2026-08-11T08:26:23.423659+00:00
clip_2,25,10,1,2026-08-11T08:26:23.437439+00:00
clip_3,93,1,2,2026-08-11T08:26:41.955057+00:00
clip_3,93,2,1,2026-08-11T08:26:41.997176+00:00
clip_3,93,3,2,2026-08-11T08:26:42.008322+00:00
clip_3,93,4,1,2026-08-11T08:26:42.020041+00:00
clip_3,93,5,1,2026-08-11T08:26:42.029788+00:00
clip_3,93,6,2,2026-08-11T08:26:42.040321+00:00
clip_3,93,8,1,2026-08-11T08:26:42.050026+00:00
clip_3,93,9,2,2026-08-11T08:26:42.059863+00:00
clip_3,93,10,2,2026-08-11T08:26:42.070422+00:00
clip_3,180,2,1,2026-08-11T08:26:53.057326+00:00
clip_3,180,4,1,2026-08-11T08:26:53.091988+00:00
clip_3,180,7,2,2026-08-11T08:26:53.102640+00:00
clip_3,180,13,1,2026-08-11T08:26:53.112841+00:00
clip_3,180,14,2,2026-08-11T08:26:53.122822+00:00
clip_3,180,15,1,2026-08-11T08:26:53.132733+00:00
clip_3,230,4,1,2026-08-11T08:27:10.310884+00:00
clip_3,230,7,2,2026-08-11T08:27:10.347396+00:00
clip_3,230,13,2,2026-08-11T08:27:10.358501+00:00
clip_3,230,14,1,2026-08-11T08:27:10.368112+00:00
clip_3,230,15,1,2026-08-11T08:27:10.376790+00:00
clip_3,230,18,2,2026-08-11T08:27:10.386518+00:00
clip_3,99,2,1,2026-08-11T08:35:24.476024+00:00
clip_3,99,3,2,2026-08-11T08:35:24.512434+00:00
clip_3,99,4,1,2026-08-11T08:35:24.522390+00:00
clip_3,99,6,2,2026-08-11T08:35:24.531640+00:00
clip_3,99,8,1,2026-08-11T08:35:24.541062+00:00
clip_3,99,9,2,2026-08-11T08:35:24.550245+00:00
clip_3,99,10,2,2026-08-11T08:35:24.559397+00:00
clip_3,99,13,1,2026-08-11T08:35:24.569061+00:00
clip_3,70,1,2,2026-08-11T08:35:40.480786+00:00
clip_3,70,2,1,2026-08-11T08:35:40.524052+00:00
clip_3,70,3,2,2026-08-11T08:35:40.533659+00:00
clip_3,70,4,1,2026-08-11T08:35:40.543124+00:00
clip_3,70,5,1,2026-08-11T08:35:40.552268+00:00
clip_3,70,6,2,2026-08-11T08:35:40.561503+00:00
clip_3,70,7,1,2026-08-11T08:35:40.570869+00:00
clip_3,70,8,1,2026-08-11T08:35:40.580481+00:00
clip_3,70,9,2,2026-08-11T08:35:40.590112+00:00
clip_3,70,10,2,2026-08-11T08:35:40.599351+00:00
clip_2,110,1,2,2026-08-11T08:35:55.139786+00:00
clip_2,110,2,1,2026-08-11T08:35:55.163156+00:00
clip_2,110,5,2,2026-08-11T08:35:55.173653+00:00
clip_2,110,6,1,2026-08-11T08:35:55.183980+00:00
clip_2,110,7,1,2026-08-11T08:35:55.194251+00:00
clip_2,110,8,2,2026-08-11T08:35:55.203931+00:00
clip_2,110,9,1,2026-08-11T08:35:55.213151+00:00
clip_2,110,10,1,2026-08-11T08:35:55.222645+00:00
clip_2,110,13,2,2026-08-11T08:35:55.232975+00:00
clip_3,88,1,2,2026-08-11T08:36:49.137479+00:00
clip_3,88,2,1,2026-08-11T08:36:49.159691+00:00
clip_3,88,3,2,2026-08-11T08:36:49.170400+00:00
clip_3,88,4,1,2026-08-11T08:36:49.180983+00:00
clip_3,88,5,1,2026-08-11T08:36:49.191679+00:00
clip_3,88,6,2,2026-08-11T08:36:49.201470+00:00
clip_3,88,8,1,2026-08-11T08:36:49.211635+00:00
clip_3,88,9,2,2026-08-11T08:36:49.221569+00:00
clip_3,88,10,2,2026-08-11T08:36:49.231757+00:00
clip_3,89,1,2,2026-08-11T08:37:24.465618+00:00
clip_3,89,2,1,2026-08-11T08:37:24.499408+00:00
clip_3,89,3,unclear,2026-08-11T08:37:24.509679+00:00
clip_3,89,4,unclear,2026-08-11T08:37:24.519327+00:00
clip_3,89,5,1,2026-08-11T08:37:24.529835+00:00
clip_3,89,6,2,2026-08-11T08:37:24.539579+00:00
clip_3,89,9,2,2026-08-11T08:37:24.549322+00:00
clip_3,89,10,2,2026-08-11T08:37:24.559018+00:00
clip_3,115,2,1,2026-08-11T08:37:49.346369+00:00
clip_3,115,3,2,2026-08-11T08:37:49.367197+00:00
clip_3,115,4,1,2026-08-11T08:37:49.377372+00:00
clip_3,115,7,2,2026-08-11T08:37:49.402226+00:00
clip_3,115,8,1,2026-08-11T08:37:49.412857+00:00
clip_3,115,9,2,2026-08-11T08:37:49.423781+00:00
clip_3,115,10,2,2026-08-11T08:37:49.433436+00:00
clip_3,115,13,1,2026-08-11T08:37:49.443930+00:00
clip_2,65,1,2,2026-08-11T08:38:18.887214+00:00
clip_2,65,2,1,2026-08-11T08:38:18.933800+00:00
clip_2,65,3,2,2026-08-11T08:38:18.943651+00:00
clip_2,65,4,2,2026-08-11T08:38:18.953636+00:00
clip_2,65,5,2,2026-08-11T08:38:18.963521+00:00
clip_2,65,6,1,2026-08-11T08:38:18.977823+00:00
clip_2,65,7,1,2026-08-11T08:38:18.986912+00:00
clip_2,65,8,2,2026-08-11T08:38:19.002866+00:00
clip_2,65,9,1,2026-08-11T08:38:19.013133+00:00
clip_2,65,10,1,2026-08-11T08:38:19.023915+00:00
clip_3,237,4,1,2026-08-11T08:38:50.903055+00:00
clip_3,237,7,2,2026-08-11T08:38:50.946209+00:00
clip_3,237,13,2,2026-08-11T08:38:50.956717+00:00
clip_3,237,14,1,2026-08-11T08:38:50.966363+00:00
clip_3,237,15,1,2026-08-11T08:38:50.976129+00:00
clip_3,237,18,2,2026-08-11T08:38:50.986155+00:00
clip_3,237,19,2,2026-08-11T08:38:50.996528+00:00
clip_1,50,2,2,2026-08-11T08:39:07.763239+00:00
clip_1,50,5,1,2026-08-11T08:39:07.797277+00:00
clip_1,50,7,2,2026-08-11T08:39:07.808504+00:00
clip_1,50,8,1,2026-08-11T08:39:07.819297+00:00
clip_1,50,9,2,2026-08-11T08:39:07.834240+00:00
clip_1,50,11,1,2026-08-11T08:39:07.845457+00:00
clip_1,50,12,unclear,2026-08-11T08:39:07.856727+00:00
clip_2,120,1,2,2026-08-11T08:39:40.715789+00:00
clip_2,120,2,1,2026-08-11T08:39:40.766588+00:00
clip_2,120,4,2,2026-08-11T08:39:40.777422+00:00
clip_2,120,5,2,2026-08-11T08:39:40.787463+00:00
clip_2,120,6,1,2026-08-11T08:39:40.798467+00:00
clip_2,120,7,1,2026-08-11T08:39:40.808934+00:00
clip_2,120,8,2,2026-08-11T08:39:40.819876+00:00
clip_2,120,9,1,2026-08-11T08:39:40.830666+00:00
clip_2,120,10,1,2026-08-11T08:39:40.840931+00:00
clip_2,120,13,2,2026-08-11T08:39:40.851637+00:00
clip_1,75,2,2,2026-08-11T08:39:47.070002+00:00
clip_1,75,7,2,2026-08-11T08:39:47.082435+00:00
clip_1,75,8,1,2026-08-11T08:39:47.093825+00:00
clip_1,75,9,2,2026-08-11T08:39:47.104735+00:00
clip_3,45,1,2,2026-08-11T08:40:02.865421+00:00
clip_3,45,2,1,2026-08-11T08:40:02.917664+00:00
clip_3,45,3,2,2026-08-11T08:40:02.928563+00:00
clip_3,45,4,1,2026-08-11T08:40:02.938912+00:00
clip_3,45,5,1,2026-08-11T08:40:02.949515+00:00
clip_3,45,6,2,2026-08-11T08:40:02.960637+00:00
clip_3,45,7,1,2026-08-11T08:40:02.971519+00:00
clip_3,45,8,1,2026-08-11T08:40:02.981779+00:00
clip_3,45,9,2,2026-08-11T08:40:02.991224+00:00
clip_3,45,10,2,2026-08-11T08:40:03.000386+00:00
clip_2,170,4,2,2026-08-11T08:40:13.639685+00:00
clip_2,170,5,2,2026-08-11T08:40:13.682684+00:00
clip_2,170,6,1,2026-08-11T08:40:13.693240+00:00
clip_2,170,7,1,2026-08-11T08:40:13.703646+00:00
clip_2,170,8,2,2026-08-11T08:40:13.714471+00:00
clip_2,170,9,1,2026-08-11T08:40:13.725017+00:00
clip_2,170,13,2,2026-08-11T08:40:13.735422+00:00
clip_3,102,2,1,2026-08-11T08:40:32.751454+00:00
clip_3,102,3,2,2026-08-11T08:40:32.798296+00:00
clip_3,102,4,1,2026-08-11T08:40:32.809506+00:00
